No.;No. Abklatsch;No. Graf (No. Makam);Kode Katalog;Sisi Nisan;Kondisi;Tanggal Pembuatan;Tempat Penemuan;Kota/Kabupaten;Kecamatan;Mukim;Gampong;Meunasah;Bentuk Umum;Tinggi;Lebar;Posisi;Bentuk;Motif;Ukuran (cm);Jenis Nisan;Isi Inkripsi;Aksara;Bahasa;Khat;Tanggal Pendataan;BOKS;Tanggal Masuk Boks;Keterangan
568;1840;V;;2 Timur;Baik;1915 Maret 26;Makam Teungkoe di Koeri;Banda Aceh;Jaya Baru;VI Moekims;Lam Djambe;Lam Djambe;Persegi Panjang;31;20;Seluruh Sisi;Bingkai;Floral;29x15;Kaligrafi dan Hiasan;-;Arab;Arab;-;20-May-24;Boks 6;24-Oct-24;
569;1844;V;;6 Barat;Baik;1915 Maret 26;Makam Teungkoe di Koeri;Banda Aceh;Jaya Baru;VI Moekims;Lam Djambe;Lam Djambe;Persegi Panjang;29;19;Seluruh Sisi;Mahkota & Bingkai;Floral;"5,5 x15;26x5";Kaligrafi dan Hiasan;-;Arab;Arab;-;05-Jun-24;Boks 6;24-Oct-24;
570;1845;V;;7 Utara;Baik;1915 Maret 26;Makam Teungkoe di Koeri;Banda Aceh;Jaya Baru;VI Moekims;Lam Djambe;Lam Djambe;Persegi Panjang;30;19;Seluruh Sisi;Mahkota & Bingkai;Floral;"5,5x15;26x15";Kaligrafi dan Hiasan;-;Arab;Arab;-;05-Jun-24;Boks 6;24-Oct-24;
571;1846;V;;8 Timur;Baik;1915 Maret 26;Makam Teungkoe di Koeri;Banda Aceh;Jaya Baru;VI Moekims;Lam Djambe;Lam Djambe;Persegi Panjang;29;19;Seluruh Sisi;Mahkota & Bingkai;Floral;"5,5x15;26x15";Kaligrafi dan Hiasan;-;Arab;Arab;-;05-Jun-24;Boks 6;24-Oct-24;
572;1848;VI;;6 Barat;Baik;1915 April;Makam Toean Meurah;Banda Aceh;Meuraxa;Meurasa;Asoj Neggro;Asoj Neggro;Persegi Panjang;43;28;Atas;Mahkota;Floral;8,5x16;Kaligrafi dan Hiasan;-;Arab;Arab;-;05-Jun-24;Boks 6;24-Oct-24;
573;1849;VI;;7 Utara;Baik;1915 April;Makam Toean Meurah;Banda Aceh;Meuraxa;Meurasa;Asoj Neggro;Asoj Neggro;Persegi Panjang;43;28;Atas;Mahkota;Floral;8,5 x16;Kaligrafi dan Hiasan;-;Arab;Arab;-;05-Jun-24;Boks 6;24-Oct-24;
574;1850;VI;;8 Timur;Baik;1915 April;Makam Toean Meurah;Banda Aceh;Meuraxa;Meurasa;Asoj Neggro;Asoj Neggro;Persegi Panjang;43;28;Atas;Mahkota;Floral;8,5x16;Kaligrafi dan Hiasan;-;Arab;Arab;-;05-Jun-24;Boks 6;24-Oct-24;
575;1851;VIII;;5 Selatan;Baik;1915 April;Makam Toean Meurah;Banda Aceh;Meuraxa;Meurasa;Asoj Neggro;Asoj Neggro;Persegi Panjang;64;25;Atas;Mahkota;Floral;35x25;Kaligrafi dan Hiasan;-;Arab;Arab;-;05-Jun-24;Boks 6;24-Oct-24;
576;1853;VIII;;7 Utara;Baik;1915 April;Makam Toean Meurah;Banda Aceh;Meuraxa;Meurasa;Asoj Neggro;Asoj Neggro;Persegi Panjang;64;25;Atas;Mahkota;Floral;35x25;Kaligrafi dan Hiasan;-;Arab;Arab;-;05-Jun-24;Boks 6;24-Oct-24;
577;1854;VIII;;8 Timur;Cukup Baik;1915 April;Makam Toean Meurah;Banda Aceh;Meuraxa;Meurasa;Asoj Neggro;Asoj Neggro;Nisan Bermahkota;26;12;Atas;Mahkota;Floral;12x3;Kaligrafi dan Hiasan;-;Arab;Arab;-;07-May-24;Boks 6;24-Oct-24;
578;1855;VIII;;5-7 Puncak;Baik;1915 April;Makam Toean Meurah;Banda Aceh;Meuraxa;Meurasa;Asoj Neggro;Asoj Neggro;Persegi Panjang;23;11;-;-;-;-;Kaligrafi;-;Arab;Arab;-;05-Jun-24;Boks 6;24-Oct-24;
579;1860;I;;(nisan kepala) Puncak;Baik;1915 April 8;Makam Teungkoe di Bitaij;Banda Aceh;Jaya Baru;VI Moekims;Bitaij;Daja Bitaij;Persegi Panjang;19;17;Seluruh Sisi;Segi Delapan (Medallion);-;5x5;Kaligrafi;-;Arab;Arab;-;07-May-24;Boks 6;24-Oct-24;
580;1861;I;;5 Selatan;Baik;1915 April 8;Makam Teungkoe di Bitaij;Banda Aceh;Jaya Baru;VI Moekims;Bitaij;Daja Bitaij;Persegi Panjang;10,5;39;-;-;-;-;Kaligrafi;-;Arab;Arab;-;05-Jun-24;Boks 6;24-Oct-24;
581;1864;I;;8 Timur;Baik;1915 April 8;Makam Teungkoe di Bitaij;Banda Aceh;Jaya Baru;VI Moekims;Bitaij;Daja Bitaij;Persegi Panjang;40;9,5;-;-;-;-;Kaligrafi;-;Arab;Arab;-;27-May-24;Boks 6;24-Oct-24;
582;1865;I;;(nisan kaki) Puncak;Baik;1915 April 8;Makam Teungkoe di Bitaij;Banda Aceh;Jaya Baru;VI Moekims;Bitaij;Daja Bitaij;Persegi Panjang;19;17;Seluruh Sisi;Segi Delapan (Medallion);-;5x5;Kaligrafi;-;Arab;Arab;-;07-May-24;Boks 6;24-Oct-24;
583;1866;Graf-Loods N. W. hoek 1;;4-1 Barat Laut;Kurang Baik;1915 April 8;Makam Teungkoe di Bitaij;Banda Aceh;Jaya Baru;VI Moekims;Bitaij;Daja Bitaij;Persegi Panjang;71;26;-;-;-;-;Kaligrafi;-;Arab;Arab;-;05-Jun-24;Boks 6;24-Oct-24;Bagian cungkup makam
584;1870;Loods;;4-1 Barat Laut;Baik;1915 April;Makam Teungkoe di Bitaij;Banda Aceh;Jaya Baru;VI Moekims;Bitaij;Daja Bitaij;Persegi Panjang;135;17;-;-;-;-;Kaligrafi;-;Arab;Arab;-;07-May-24;Boks 6;24-Oct-24;
585;1872;III;;6 Barat;Baik;1915 April;Makam Kandang Said;Aceh Besar;Meuraxa;Meurasa;Lam Panté;Lam Panté;Persegi;16;15,5;"Atas;Bawah";Mahkota & Panil;Floral;"10,5x4;10,5x3,5";Kaligrafi dan Hiasan;-;Arab;Arab;-;05-Jun-24;Boks 6;24-Oct-24;
586;1873;III;;7 Utara;Baik;1915 April;Makam Kandang Said;Aceh Besar;Meuraxa;Meurasa;Lam Panté;Lam Panté;Nisan Bermahkota;53;17;Atas;Mahkota;Floral;31x17;Kaligrafi dan Hiasan;-;Arab;Arab;-;22-May-24;Boks 6;24-Oct-24;
587;1874;III;;8 Timur;Baik;1915 April;Makam Kandang Said;Aceh Besar;Meuraxa;Meurasa;Lam Panté;Lam Panté;Persegi;16;16;Atas;Mahkota;Floral;11x4;Kaligrafi dan Hiasan;-;Arab;Arab;-;05-Jun-24;Boks 6;24-Oct-24;
588;1875;I;abk.ach.mr.kdg.i;5 Selatan;Baik;1915 April;Makam Kandang;Banda Aceh;Meuraxa;Meusedjit Raja;Poengé Baba Djoeroeng;Poengé Baba Djoeroeng;Persegi Panjang;54;47;"Atas;Tengah";Mahkota;Floral & Roset;"19x15;13x18";Kaligrafi dan Hiasan;-;Arab;Arab;-;22-May-24;Boks 6;24-Oct-24;
589;1876;I;abk.ach.mr.kdg.i;6 Barat;Baik;1915 April;Makam Kandang;Banda Aceh;Meuraxa;Meusedjit Raja;Poengé Baba Djoeroeng;Poengé Baba Djoeroeng;Persegi Panjang;20;16;"Atas;Bawah";Mahkota & Panil;Floral;"8x2;8x2";Hiasan;-;-;-;-;15-May-24;Boks 6;24-Oct-24;
590;1877;I;abk.ach.mr.kdg.i;7 Utara;Baik;1915 April;Makam Kandang;Banda Aceh;Meuraxa;Meusedjit Raja;Poengé Baba Djoeroeng;Poengé Baba Djoeroeng;Persegi Panjang;64;46;Atas;Mahkota;Floral & Roset;38x46;Kaligrafi dan Hiasan;-;Arab;Arab;-;05-Jun-24;Boks 6;24-Oct-24;
591;1878;I;abk.ach.mr.kdg.i;8 Timur;Baik;1915 April;Makam Kandang;Banda Aceh;Meuraxa;Meusedjit Raja;Poengé Baba Djoeroeng;Poengé Baba Djoeroeng;Persegi Panjang;18;14,5;Seluruh Sisi;Bingkai;-;17x11;Kaligrafi dan Hiasan;-;Arab;Arab;-;07-May-24;Boks 6;24-Oct-24;
592;1879;I;abk.ach.mr.kdg.i;(nisan kaki) Puncak;Baik;1915 April;Makam Kandang;Banda Aceh;Meuraxa;Meusedjit Raja;Poengé Baba Djoeroeng;Poengé Baba Djoeroeng;Persegi Panjang;10,5;21;-;-;-;-;Kaligrafi;-;Arab;Arab;-;07-May-24;Boks 6;24-Oct-24;
593;1880;IV;;5 selatan;Baik;1915 April;Makam Kandang;Banda Aceh;Meuraxa;Meusedjit Raja;Poengé Baba Djoeroeng;Poengé Baba Djoeroeng;Persegi Panjang;27,5;11,5;Atas;Mahkota;Floral;9,5x2,5;Kaligrafi dan Hiasan;NamaTokoh;Arab;Arab;-;14-May-24;Boks 6;24-Oct-24;
594;1881;IX;;5 selatan;Baik;1915 April;Makam Kandang;Banda Aceh;Meuraxa;Meusedjit Raja;Poengé Baba Djoeroeng;Poengé Baba Djoeroeng;Persegi Panjang;26;20;Atas;Panil;Floral;14x3;Kaligrafi dan Hiasan;-;Arab;Arab;-;15-May-24;Boks 6;24-Oct-24;
595;1882;IX;;6 Barat;Baik;1915 April;Makam Kandang;Banda Aceh;Meuraxa;Meusedjit Raja;Poengé Baba Djoeroeng;Poengé Baba Djoeroeng;Persegi Panjang;27;20;"Atas;Bawah";Mahkota;Floral;"14x4;13x4";Kaligrafi dan Hiasan;-;Arab;Arab;-;07-May-24;Boks 6;24-Oct-24;
596;1885;I;;5 Selatan;Baik;1915 Mei;Makam Djarat Ba Loeme;Banda Aceh;Ulee Kareng;Reukieh XXII Moekim;Oeleé Kareuëng;Oeleé Kareuëng;Persegi Panjang;50;25;"Atas;Bawah";Mahkota & Bingkai;Floral & Geometris;"19x15;34,5x25";Kaligrafi dan Hiasan;-;Arab;Arab;-;29-May-24;Boks 7;25-Oct-24;
597;1887;I;;7 Utara;Baik;1915 Mei;Makam Djarat Ba Loeme;Banda Aceh;Ulee Kareng;Reukieh XXII Moekim;Oeleé Kareuëng;Oeleé Kareuëng;Persegi Panjang;50;25;Atas;Mahkota;Floral;18,5x25;Kaligrafi dan Hiasan;-;Arab;Arab;-;28-May-24;Boks 7;25-Oct-24;
598;1888;I;;8 Timur;Baik;1915 Mei;Makam Djarat Ba Loeme;Banda Aceh;Ulee Kareng;Reukieh XXII Moekim;Oeleé Kareuëng;Oeleé Kareuëng;Persegi Panjang;28;17;Seluruh Sisi;Bingkai;Floral & Geometris;18x16;Kaligrafi dan Hiasan;-;Arab;Arab;-;20-May-24;Boks 7;25-Oct-24;
599;1889;I;;7-5 Puncak;Baik;1915 Mei;Makam Djarat Ba Loeme;Banda Aceh;Ulee Kareng;Reukieh XXII Moekim;Oeleé Kareuëng;Oeleé Kareuëng;Persegi Panjang;26,5;16;-;-;-;-;Kaligrafi;Kalimat Syahadat;Arab;Arab;-;20-May-24;Boks 7;25-Oct-24;
600;1890;II;;5 Selatan;Baik;1915 Mei;Makam Djarat Ba Loeme;Banda Aceh;Ulee Kareng;Reukieh XXII Moekim;Oeleé Kareuëng;Oeleé Kareuëng;Persegi Panjang;49;18;Atas;Vas & Bingkai;Floral;"12x10;11x7";Kaligrafi dan Hiasan;-;Arab;Arab;-;28-May-24;Boks 7;25-Oct-24;
601;1892;II;;7 Utara;Baik;1915 Mei;Makam Djarat Ba Loeme;Banda Aceh;Ulee Kareng;Reukieh XXII Moekim;Oeleé Kareuëng;Oeleé Kareuëng;Persegi Panjang;49;18;Atas;Vas & Mahkota;Floral;"12,5x10;11x6,5";Kaligrafi dan Hiasan;-;Arab;Arab;-;28-May-24;Boks 7;25-Oct-24;
602;1893;II;;8 Timur;Baik;1915 Mei;Makam Djarat Ba Loeme;Banda Aceh;Ulee Kareng;Reukieh XXII Moekim;Oeleé Kareuëng;Oeleé Kareuëng;Persegi Panjang;29;18;Atas;Mahkota;Floral;6x4;Kaligrafi dan Hiasan;-;Arab;Arab;-;20-May-24;Boks 7;25-Oct-24;
603;1895;VI;;6 Barat;Baik;1915 Mei;Makam Djarat Ba Loeme;Banda Aceh;Ulee Kareng;Reukieh XXII Moekim;Oeleé Kareuëng;Oeleé Kareuëng;Persegi Panjang;49;17;Atas;Limas & Mahkota;Floral;"10x4;18x8,5";Kaligrafi dan Hiasan;-;Arab;Arab;-;29-May-24;Boks 7;25-Oct-24;
604;1896;VI;;7 Utara;Baik;1915 Mei;Makam Djarat Ba Loeme;Banda Aceh;Ulee Kareng;Reukieh XXII Moekim;Oeleé Kareuëng;Oeleé Kareuëng;Persegi Panjang;55;23;Atas;Mahkota;Floral;19,5x23;Kaligrafi dan Hiasan;-;Arab;Arab;-;28-May-24;Boks 7;25-Oct-24;
605;1897;VI;;8 Timur;Baik;1915 Mei;Makam Djarat Ba Loeme;Banda Aceh;Ulee Kareng;Reukieh XXII Moekim;Oeleé Kareuëng;Oeleé Kareuëng;Persegi Panjang;48;11,5;Atas;Limas & Mahkota;Floral;"9,5x3,5;11x6,5";Kaligrafi dan Hiasan;-;Arab;Arab;-;28-May-24;Boks 7;25-Oct-24;
606;1900;IX;;3 Selatan;Baik;1915 Mei;Makam Djarat Ba Loeme;Banda Aceh;Ulee Kareng;Reukieh XXII Moekim;Oeleé Kareuëng;Oeleé Kareuëng;Persegi Panjang;73;30;Tengah;Panil;Floral & Geometris;43x30;Kaligrafi dan Hiasan;-;Arab;Arab;-;27-May-24;Boks 7;25-Oct-24;
607;1902;IX;;5 Selatan;Baik;1915 Mei;Makam Djarat Ba Loeme;Banda Aceh;Ulee Kareng;Reukieh XXII Moekim;Oeleé Kareuëng;Oeleé Kareuëng;Persegi Panjang;74;29;"Atas;Tengah";Mahkota & Panil;Floral & Geometris;"10x7;50x29";Kaligrafi dan Hiasan;-;Arab;Arab;-;29-May-24;Boks 7;25-Oct-24;
608;1903;IX;;6 Barat;Baik;1915 Mei;Makam Djarat Ba Loeme;Banda Aceh;Ulee Kareng;Reukieh XXII Moekim;Oeleé Kareuëng;Oeleé Kareuëng;Persegi Panjang;29;18;-;-;-;-;Kaligrafi;-;Arab;Arab;-;29-May-24;Boks 7;25-Oct-24;
609;1904;IX;;7 Utara;Kurang Baik;1915 Mei;Makam Djarat Ba Loeme;Banda Aceh;Ulee Kareng;Reukieh XXII Moekim;Oeleé Kareuëng;Oeleé Kareuëng;Persegi Panjang;15;29;"Atas;Bawah";Mahkota;Floral;"10x6,5;10x2";Kaligrafi & Hiasan;-;Arab;Arab;-;30-Apr-24;Boks 7;25-Oct-24;
610;1906;XIII;;5 Selatan;Baik;1915 Mei;Makam Djarat Ba Loeme;Banda Aceh;Ulee Kareng;Reukieh XXII Moekim;Oeleé Kareuëng;Oeleé Kareuëng;Persegi Panjang;28;16;Atas;Bingkai;Floral;10,5x3,5;Kaligrafi dan Hiasan;-;Arab;Arab;-;;Boks 7;25-Oct-24;
611;1907;XIII;;6 Barat;Baik;1915 Mei;Makam Djarat Ba Loeme;Banda Aceh;Ulee Kareng;Reukieh XXII Moekim;Oeleé Kareuëng;Oeleé Kareuëng;Persegi Panjang;29;18;"Atas;Samping";Mahkota & Panil;Floral & Geometris;"6x15;27x2";Kaligrafi dan Hiasan;-;Arab;Arab;-;27-May-24;Boks 7;25-Oct-24;
612;1908;XIII;;7 Utara;Baik;1915 Mei;Makam Djarat Ba Loeme;Banda Aceh;Ulee Kareng;Reukieh XXII Moekim;Oeleé Kareuëng;Oeleé Kareuëng;Persegi Panjang;28;16;Atas;Bingkai;Floral;10,5x3,5;Kaligrafi dan Hiasan;-;Arab;Arab;-;20-May-24;Boks 7;25-Oct-24;
613;1909;XIII;;8 Timur;Baik;1915 Mei;Makam Djarat Ba Loeme;Banda Aceh;Ulee Kareng;Reukieh XXII Moekim;Oeleé Kareuëng;Oeleé Kareuëng;Persegi Panjang;29;18;Seluruh Sisi;Bingkai;Floral & Geometris;28x16;Kaligrafi dan Hiasan;-;Arab;Arab;-;17-May-24;Boks 7;25-Oct-24;
614;1909;XIII;;8 Timur;Baik;1915 Mei;Makam Djarat Ba Loeme;Banda Aceh;Ulee Kareng;Reukieh XXII Moekim;Oeleé Kareuëng;Oeleé Kareuëng;Persegi Panjang;29;18;Seluruh Sisi;Bingkai;Floral & Geometris;28x16;Kaligrafi dan Hiasan;-;Arab;Arab;-;20-May-24;Boks 7;25-Oct-24;
615;1910;XIII;;5-7 Puncak;Baik;1915 Mei;Makam Djarat Ba Loeme;Banda Aceh;Ulee Kareng;Reukieh XXII Moekim;Oeleé Kareuëng;Oeleé Kareuëng;Persegi Panjang;29;15;-;-;-;-;Kaligrafi;Kalimat Syahadat;Arab;Arab;-;30-Apr-24;Boks 7;25-Oct-24;
616;1911;XIV;;1 Utara;Baik;1915 Mei;Makam Djarat Ba Loeme;Banda Aceh;Ulee Kareng;Reukieh XXII Moekim;Oeleé Kareuëng;Oeleé Kareuëng;Stele;54,5;25;Seluruh Sisi;Bingkai;Floral & Roset;53x22;Kaligrafi dan Hiasan;-;Arab;Arab;-;29-May-24;Boks 7;25-Oct-24;
617;1912;XIV;;2 Timur;Baik;1915 Mei;Makam Djarat Ba Loeme;Banda Aceh;Ulee Kareng;Reukieh XXII Moekim;Oeleé Kareuëng;Oeleé Kareuëng;Persegi Panjang;56;18;Seluruh Sisi;Bingkai;Floral & Roset;51x15;Kaligrafi dan Hiasan;-;Arab;Arab;-;29-May-24;Boks 7;25-Oct-24;
618;1914;XIV;;4 Barat;Baik;1915 Mei;Makam Djarat Ba Loeme;Banda Aceh;Ulee Kareng;Reukieh XXII Moekim;Oeleé Kareuëng;Oeleé Kareuëng;Persegi Panjang;55;18;Seluruh Sisi;Bingkai;Floral & Roset;52x15;Kaligrafi dan Hiasan;-;Arab;Arab;-;15-May-24;Boks 7;25-Oct-24;
619;1914;XIV;;4 Barat;Baik;1915 Mei;Makam Djarat Ba Loeme;Banda Aceh;Ulee Kareng;Reukieh XXII Moekim;Oeleé Kareuëng;Oeleé Kareuëng;Persegi Panjang;55;18;Seluruh Sisi;Bingkai;Floral & Roset;52x15;Kaligrafi dan Hiasan;-;Arab;Arab;-;16-May-24;Boks 7;25-Oct-24;
620;1917;XIV;;7 Utara;Baik;1915 Mei;Makam Djarat Ba Loeme;Banda Aceh;Ulee Kareng;Reukieh XXII Moekim;Oeleé Kareuëng;Oeleé Kareuëng;Persegi Panjang;54;24;Seluruh Sisi;Bingkai;Floral & Roset;48x21,5;Kaligrafi dan Hiasan;-;Arab;Arab;-;29-May-24;Boks 7;25-Oct-24;
621;1918;XXV;;8 Timur;Baik;1915 Mei;Makam Djarat Ba Loeme;Banda Aceh;Ulee Kareng;Reukieh XXII Moekim;Oeleé Kareuëng;Oeleé Kareuëng;Nisan Puncak Kurawal;52;18;Seluruh Sisi;Bingkai;Floral & Roset;46x16;Kaligrafi dan Hiasan;-;Arab;Arab;-;22-May-24;Boks 7;25-Oct-24;
622;1919;XXII;;1 Utara;Baik;1915 Mei;Makam Djarat Ba Loeme;Banda Aceh;Ulee Kareng;Reukieh XXII Moekim;Oeleé Kareuëng;Oeleé Kareuëng;Nisan Puncak Kurawal;59;22;"Atas;Tengah";Vas & Bingkai;Floral;"14x12;12x6";Kaligrafi dan Hiasan;-;Arab;Arab;-;16-May-24;Boks 7;25-Oct-24;
623;1921;XXII;;3 Selatan;Baik;1915 Mei;Makam Djarat Ba Loeme;Banda Aceh;Ulee Kareng;Reukieh XXII Moekim;Oeleé Kareuëng;Oeleé Kareuëng;Persegi Panjang;61;23;Atas;Vas & Mahkota;Floral;"14,5x12;14x7,5";Kaligrafi dan Hiasan;-;Arab;Arab;-;28-May-24;Boks 7;25-Oct-24;
624;1922;XXII;;4 Barat;Baik;1915 Mei;Makam Djarat Ba Loeme;Banda Aceh;Ulee Kareng;Reukieh XXII Moekim;Oeleé Kareuëng;Oeleé Kareuëng;Persegi Panjang;46;18;Atas;Mahkota;Floral;9x6;Kaligrafi dan Hiasan;-;Arab;Arab;-;28-May-24;Boks 7;25-Oct-24;
625;1923;II;abk.ach.xxii.dbl.ii;5 Selatan;Baik;1915 Mei;Makam Djarat Ba Loeme;Banda Aceh;Ulee Kareng;Reukieh XXII Moekim;Oeleé Kareuëng;Oeleé Kareuëng;Persegi Panjang;40,5;23;Atas;Mahkota;Floral;4,5x18;Kaligrafi dan Hiasan;-;Arab;Arab;-;28-May-24;Boks 7;25-Oct-24;
626;1924;II;abk.ach.xxii.dbl.ii;6 Barat ;Baik;1915 Mei;Makam Djarat Ba Loeme;Banda Aceh;Ulee Kareng;Reukieh XXII Moekim;Oeleé Kareuëng;Oeleé Kareuëng;Persegi Panjang;40;18;Atas;Mahkota;Floral;17x4,5;Kaligrafi dan Hiasan;Pujian;Arab;Arab;-;28-May-24;Boks 7;25-Oct-24;
627;1926;II;abk.ach.xxii.dbl.ii;8 Timur;Baik;1915 Mei;Makam Djarat Ba Loeme;Banda Aceh;Ulee Kareng;Reukieh XXII Moekim;Oeleé Kareuëng;Oeleé Kareuëng;Persegi Panjang;41;18;Atas;Mahkota;Floral;17x5,5;Kaligrafi dan Hiasan;-;Arab;Arab;-;27-May-24;Boks 7;25-Oct-24;
628;1927;I;abk.ach.xxii.tbl.i;5 Selatan;Baik;1915 Mei;Makam Teungkoe Ba Lihëb;Banda Aceh;Ulee Kareng;Zelfst. Reukieh XXII Moekim;Oeleé Kareuëng;Oeleé Kareuëng;Persegi Panjang;15;27,5;-;-;-;-;Kaligrafi dan Hiasan;-;Arab;Arab;-;28-May-24;Boks 7;25-Oct-24;
629;1928;I;abk.ach.xxii.tbl.i;6 Barat;Baik;1915 Mei;Makam Teungkoe Ba Lihëb;Banda Aceh;Ulee Kareng;Zelfst. Reukieh XXII Moekim;Oeleé Kareuëng;Oeleé Kareuëng;Persegi Panjang;15;20;-;-;-;-;Kaligrafi ;-;Arab;Arab;-;28-May-24;Boks 7;25-Oct-24;
630;1929;I;abk.ach.xxii.tbl.i;7 Utara;Baik;1915 Mei;Makam Teungkoe Ba Lihëb;Banda Aceh;Ulee Kareng;Zelfst. Reukieh XXII Moekim;Oeleé Kareuëng;Oeleé Kareuëng;Persegi Panjang;15;27,5;-;-;-;-;Kaligrafi;-;Arab;Arab;-;28-May-24;Boks 7;25-Oct-24;
631;1930;II;abk.ach.xxii.tbl.i;8 Timur;Baik;1915 Mei;Makam Teungkoe Ba Lihëb;Banda Aceh;Ulee Kareng;Zelfst. Reukieh XXII Moekim;Oeleé Kareuëng;Oeleé Kareuëng;Persegi Panjang;15;21;-;-;-;-;Kaligrafi;-;Arab;Arab;-;28-May-24;Boks 7;25-Oct-24;
632;1970;IX;;5-7 Puncak;Baik;1915 April;Makam Djarat Ba Loeme;Banda Aceh;Ulee Kareng;Reukieh XXII Moekim;Oeleé Kareuëng;Oeleé Kareuëng;Persegi Panjang;7;14;-;-;-;-;Kaligrafi;-;Arab;Arab;-;07-May-24;Boks 7;25-Oct-24;
633;1978;IX;;6 Barat;Baik;1915 Mei;Makam Djarat Ba Loeme;Banda Aceh;Ulee Kareng;Reukieh XXII Moekim;Oeleé Kareuëng;Oeleé Kareuëng;Persegi Panjang;44;12;-;-;-;-;Kaligrafi;Pujian;Arab;Arab;-;27-May-24;Boks 7;25-Oct-24;
634;1979;IX;;7 Utara;Baik;1915 Mei;Makam Djarat Ba Loeme;Banda Aceh;Ulee Kareng;Reukieh XXII Moekim;Oeleé Kareuëng;Oeleé Kareuëng;Persegi Panjang;43;12,5;-;-;-;-;Kaligrafi;Kalimat Syahadat;Arab;Arab;-;28-May-24;Boks 7;25-Oct-24;
635;1982;I;;6 Barat;Baik;1915 September;Makam Tengkoe di Mane;Aceh Utara;Samudera;Geudong;Blang Kaboe;Rejeu;Persegi Panjang;34;15;-;-;-;-;Kaligrafi;-;Arab;Arab;-;30-Apr-24;Boks 7;25-Oct-24;
636;1983;I;;7 Utara;Baik;1915 September;Makam Teungkoe di Mane;Aceh Utara;Samudera;Geudong;Blang Kaboe;Rajeu;Nisan Puncak Kurawal;44;23;Atas;Vas;Floral;15x10,5;Kaligrafi;Syair dan Puisi;Arab;Arab;Tsuluts;28-May-24;Boks 7;25-Oct-24;
637;1987;III;;6 Barat;Baik;1915 September;Makam Teungkoe di Mane;Aceh Utara;Samudera;Geudong;Blang Kaboe;Rajeu;Persegi Panjang;56;18;-;-;-;-;Kaligrafi;-;Arab;Arab;-;22-May-24;Boks 7;25-Oct-24;
638;1989;III;;8 Timur;Baik;1915 September;Makam Teungkoe di Mane;Aceh Utara;Samudera;Geudong;Blang Kaboe;Rajeu;Persegi Panjang;54;18;-;-;-;-;Kaligrafi;-;Arab;Arab;-;22-May-24;Boks 7;25-Oct-24;
639;1990;III;;6-8 Puncak;Baik;1915 September;Makam Teungkoe di Mane;Aceh Utara;Samudera;Geudong;Blang Kaboe;Rajeu;Persegi Panjang;10;18;-;-;-;-;Kaligrafi;-;Arab;Arab;-;22-May-24;Boks 7;25-Oct-24;
640;1991;V;abk.ach.gd.tmn.v;5 Selatan;Baik;1915 September;Makam Teungkoe di Mane;Aceh Utara;Samudera;Geudong;Blang Kaboe;Rajeu;Persegi Panjang;50;27;Atas;Vas;Floral;12x8;Kaligrafi dan Hiasan;Nama Tokoh dan Pertanggalan;Arab;Arab;Tsuluts;28-May-24;Boks 7;25-Oct-24;
641;1992;V;abk.ach.gd.tmn.v;6 Barat;Baik;1915 September ;Makam Teungkoe di Mane;Aceh Utara;Samudera;Geudong;Blang Kaboe;Rajeu;Persegi Panjang;54;18;-;-;-;-;Kaligrafi;-;Arab;Arab;-;28-May-24;Boks 7;25-Oct-24;
642;1993;V;abk.ach.gd.tmn.v;7 Utara;Baik;1915 September;Makam Teungkoe di Mane;Aceh Utara;Samudera;Geudong;Blang Kaboe;Rajeu;Persegi Panjang;52;17;Atas;Vas;Floral;14x13;Kaligrafi dan Hiasan;-;Arab;Arab;-;10-Jun-24;Boks 7;25-Oct-24;
643;1994;V;abk.ach.gd.tmn.v;8 Timur;Baik;1915 September;Makam Teungkoe di Mane;Aceh Utara;Samudera;Geudong;Blang Kaboe;Rajeu;Persegi Panjang;53;17;-;-;-;-;Kaligrafi;-;Arab;Arab;-;10-Jun-24;Boks 7;25-Oct-24;
644;1995;V;abk.ach.gd.tmn.v;Puncak;Baik;1915 September;Makam Teungkoe di Mane;Aceh Utara;Samudera;Geudong;Blang Kaboe;Rajeu;Persegi Panjang;8,5;18,5;-;-;-;-;Kaligrafi;-;Arab;Arab;-;10-Jun-24;Boks 7;25-Oct-24;
645;1998;III;;7 Utara;Baik;1915 Desember;Makam Teungkoe di Kepoela;Aceh Utara;Samudera;Blang Me;Kroeëng Baro;Kroeëng Baro;Persegi Panjang;40;25;"Atas;Bawah";Vas & Panil;Floral;"11x2;25x3";Kaligrafi dan Hiasan;-;Arab;Arab;-;20-May-24;Boks 7;25-Oct-24;
646;1999;III;;8 Timur;Baik;1915 September;Makam Teungkoe di Kepoela;Aceh Utara;Samudera;Blang Me;Kroeëng Baro;Kroeëng Baro;Persegi Panjang;37;17;Bawah;Panil;Floral;15,5x2;Kaligrafi dan Hiasan;Syair dan Puisi;Arab;Arab;Tsuluts;07-May-24;Boks 7;25-Oct-24;
647;2005;VI;;8 Timur;Baik;1915 September;Makam Teungkoe di Kepoela;Aceh Utara;Samudera;Blang Me;Kroeëng Baro;Kroeëng Baro;Persegi Panjang;34;14;-;-;-;-;Kaligrafi;Syair dan Puisi;Arab;Arab;Tsuluts;28-May-24;Boks 7;25-Oct-24;
