nomor_abklats;nomor_graf;sisi_nisan;kondisi;tanggal_pembuatan;tempat_penemuan;kota;kecamatan;mukim;gampong;meunasah;bentuk_umum;panjang;lebar;ornamentasi_posisi;ornamentasi_bentuk;ornamentasi_motif;ornamentasi_ukuran;jenis_nisan;tanggal_pendataan;boks_penyimpanan
1848;VI;6 Barat;6 Barat;1915 April;Makam Toean Meurah;Banda Aceh;Meuraxa;Meurasa;Asoj Neggro;Asoj Neggro;Persegi Panjang;43;28;Atas;Mahkota;Floral;8,5x16;Kaligrafi dan Hiasan;05-Jun-24;Boks 6
1849;VI;7 Utara;7 Utara;1915 April;Makam Toean Meurah;Banda Aceh;Meuraxa;Meurasa;Asoj Neggro;Asoj Neggro;Persegi Panjang;43;28;Atas;Mahkota;Floral;8,5 x16;Kaligrafi dan Hiasan;05-Jun-24;Boks 6
1850;VI;8 Timur;8 Timur;1915 April;Makam Toean Meurah;Banda Aceh;Meuraxa;Meurasa;Asoj Neggro;Asoj Neggro;Persegi Panjang;43;28;Atas;Mahkota;Floral;8,5x16;Kaligrafi dan Hiasan;05-Jun-24;Boks 6
1851;VIII;5 Selatan;5 Selatan;1915 April;Makam Toean Meurah;Banda Aceh;Meuraxa;Meurasa;Asoj Neggro;Asoj Neggro;Persegi Panjang;64;25;Atas;Mahkota;Floral;35x25;Kaligrafi dan Hiasan;05-Jun-24;Boks 6
1853;VIII;7 Utara;7 Utara;1915 April;Makam Toean Meurah;Banda Aceh;Meuraxa;Meurasa;Asoj Neggro;Asoj Neggro;Persegi Panjang;64;25;Atas;Mahkota;Floral;35x25;Kaligrafi dan Hiasan;05-Jun-24;Boks 6
1854;VIII;8 Timur;8 Timur;1915 April;Makam Toean Meurah;Banda Aceh;Meuraxa;Meurasa;Asoj Neggro;Asoj Neggro;Nisan Bermahkota;26;12;Atas;Mahkota;Floral;12x3;Kaligrafi dan Hiasan;07-May-24;Boks 6
1855;VIII;5-7 Puncak;5-7 Puncak;1915 April;Makam Toean Meurah;Banda Aceh;Meuraxa;Meurasa;Asoj Neggro;Asoj Neggro;Persegi Panjang;23;11;-;-;-;-;Kaligrafi;05-Jun-24;Boks 6
1860;I;(nisan kepala) Puncak;(nisan kepala) Puncak;1915 April 8;Makam Teungkoe di Bitaij;Banda Aceh;Jaya Baru;VI Moekims;Bitaij;Daja Bitaij;Persegi Panjang;19;17;Seluruh Sisi;Segi Delapan (Medallion);-;5x5;Kaligrafi;07-May-24;Boks 6
1861;I;5 Selatan;5 Selatan;1915 April 8;Makam Teungkoe di Bitaij;Banda Aceh;Jaya Baru;VI Moekims;Bitaij;Daja Bitaij;Persegi Panjang;10,5;39;-;-;-;-;Kaligrafi;05-Jun-24;Boks 6
1864;I;8 Timur;8 Timur;1915 April 8;Makam Teungkoe di Bitaij;Banda Aceh;Jaya Baru;VI Moekims;Bitaij;Daja Bitaij;Persegi Panjang;40;9,5;-;-;-;-;Kaligrafi;27-May-24;Boks 6
1865;I;(nisan kaki) Puncak;(nisan kaki) Puncak;1915 April 8;Makam Teungkoe di Bitaij;Banda Aceh;Jaya Baru;VI Moekims;Bitaij;Daja Bitaij;Persegi Panjang;19;17;Seluruh Sisi;Segi Delapan (Medallion);-;5x5;Kaligrafi;07-May-24;Boks 6
1866;Graf-Loods N. W. hoek 1;4-1 Barat Laut;4-1 Barat Laut;1915 April 8;Makam Teungkoe di Bitaij;Banda Aceh;Jaya Baru;VI Moekims;Bitaij;Daja Bitaij;Persegi Panjang;71;26;-;-;-;-;Kaligrafi;05-Jun-24;Boks 6
1870;Loods;4-1 Barat Laut;4-1 Barat Laut;1915 April;Makam Teungkoe di Bitaij;Banda Aceh;Jaya Baru;VI Moekims;Bitaij;Daja Bitaij;Persegi Panjang;135;17;-;-;-;-;Kaligrafi;07-May-24;Boks 6
1872;III;6 Barat;6 Barat;1915 April;Makam Kandang Said;Aceh Besar;Meuraxa;Meurasa;Lam Panté;Lam Panté;Persegi;16;15,5;"Atas;Bawah";Mahkota & Panil;Floral;"10,5x4;10,5x3,5";Kaligrafi dan Hiasan;05-Jun-24;Boks 6
1873;III;7 Utara;7 Utara;1915 April;Makam Kandang Said;Aceh Besar;Meuraxa;Meurasa;Lam Panté;Lam Panté;Nisan Bermahkota;53;17;Atas;Mahkota;Floral;31x17;Kaligrafi dan Hiasan;22-May-24;Boks 6
1874;III;8 Timur;8 Timur;1915 April;Makam Kandang Said;Aceh Besar;Meuraxa;Meurasa;Lam Panté;Lam Panté;Persegi;16;16;Atas;Mahkota;Floral;11x4;Kaligrafi dan Hiasan;05-Jun-24;Boks 6
1875;I;5 Selatan;5 Selatan;1915 April;Makam Kandang;Banda Aceh;Meuraxa;Meusedjit Raja;Poengé Baba Djoeroeng;Poengé Baba Djoeroeng;Persegi Panjang;54;47;"Atas;Tengah";Mahkota;Floral & Roset;"19x15;13x18";Kaligrafi dan Hiasan;22-May-24;Boks 6
1876;I;6 Barat;6 Barat;1915 April;Makam Kandang;Banda Aceh;Meuraxa;Meusedjit Raja;Poengé Baba Djoeroeng;Poengé Baba Djoeroeng;Persegi Panjang;20;16;"Atas;Bawah";Mahkota & Panil;Floral;"8x2;8x2";Hiasan;15-May-24;Boks 6
1877;I;7 Utara;7 Utara;1915 April;Makam Kandang;Banda Aceh;Meuraxa;Meusedjit Raja;Poengé Baba Djoeroeng;Poengé Baba Djoeroeng;Persegi Panjang;64;46;Atas;Mahkota;Floral & Roset;38x46;Kaligrafi dan Hiasan;05-Jun-24;Boks 6
1878;I;8 Timur;8 Timur;1915 April;Makam Kandang;Banda Aceh;Meuraxa;Meusedjit Raja;Poengé Baba Djoeroeng;Poengé Baba Djoeroeng;Persegi Panjang;18;14,5;Seluruh Sisi;Bingkai;-;17x11;Kaligrafi dan Hiasan;07-May-24;Boks 6
1879;I;(nisan kaki) Puncak;(nisan kaki) Puncak;1915 April;Makam Kandang;Banda Aceh;Meuraxa;Meusedjit Raja;Poengé Baba Djoeroeng;Poengé Baba Djoeroeng;Persegi Panjang;10,5;21;-;-;-;-;Kaligrafi;07-May-24;Boks 6
1880;IV;5 selatan;5 selatan;1915 April;Makam Kandang;Banda Aceh;Meuraxa;Meusedjit Raja;Poengé Baba Djoeroeng;Poengé Baba Djoeroeng;Persegi Panjang;27,5;11,5;Atas;Mahkota;Floral;9,5x2,5;Kaligrafi dan Hiasan;14-May-24;Boks 6
1881;IX;5 selatan;5 selatan;1915 April;Makam Kandang;Banda Aceh;Meuraxa;Meusedjit Raja;Poengé Baba Djoeroeng;Poengé Baba Djoeroeng;Persegi Panjang;26;20;Atas;Panil;Floral;14x3;Kaligrafi dan Hiasan;15-May-24;Boks 6
1882;IX;6 Barat;6 Barat;1915 April;Makam Kandang;Banda Aceh;Meuraxa;Meusedjit Raja;Poengé Baba Djoeroeng;Poengé Baba Djoeroeng;Persegi Panjang;27;20;"Atas;Bawah";Mahkota;Floral;"14x4;13x4";Kaligrafi dan Hiasan;07-May-24;Boks 6
1885;I;5 Selatan;5 Selatan;1915 Mei;Makam Djarat Ba Loeme;Banda Aceh;Ulee Kareng;Reukieh XXII Moekim;Oeleé Kareuëng;Oeleé Kareuëng;Persegi Panjang;50;25;"Atas;Bawah";Mahkota & Bingkai;Floral & Geometris;"19x15;34,5x25";Kaligrafi dan Hiasan;29-May-24;Boks 7
1887;I;7 Utara;7 Utara;1915 Mei;Makam Djarat Ba Loeme;Banda Aceh;Ulee Kareng;Reukieh XXII Moekim;Oeleé Kareuëng;Oeleé Kareuëng;Persegi Panjang;50;25;Atas;Mahkota;Floral;18,5x25;Kaligrafi dan Hiasan;28-May-24;Boks 7
1888;I;8 Timur;8 Timur;1915 Mei;Makam Djarat Ba Loeme;Banda Aceh;Ulee Kareng;Reukieh XXII Moekim;Oeleé Kareuëng;Oeleé Kareuëng;Persegi Panjang;28;17;Seluruh Sisi;Bingkai;Floral & Geometris;18x16;Kaligrafi dan Hiasan;20-May-24;Boks 7
1889;I;7-5 Puncak;7-5 Puncak;1915 Mei;Makam Djarat Ba Loeme;Banda Aceh;Ulee Kareng;Reukieh XXII Moekim;Oeleé Kareuëng;Oeleé Kareuëng;Persegi Panjang;26,5;16;-;-;-;-;Kaligrafi;20-May-24;Boks 7
1890;II;5 Selatan;5 Selatan;1915 Mei;Makam Djarat Ba Loeme;Banda Aceh;Ulee Kareng;Reukieh XXII Moekim;Oeleé Kareuëng;Oeleé Kareuëng;Persegi Panjang;49;18;Atas;Vas & Bingkai;Floral;"12x10;11x7";Kaligrafi dan Hiasan;28-May-24;Boks 7
1892;II;7 Utara;7 Utara;1915 Mei;Makam Djarat Ba Loeme;Banda Aceh;Ulee Kareng;Reukieh XXII Moekim;Oeleé Kareuëng;Oeleé Kareuëng;Persegi Panjang;49;18;Atas;Vas & Mahkota;Floral;"12,5x10;11x6,5";Kaligrafi dan Hiasan;28-May-24;Boks 7
1893;II;8 Timur;8 Timur;1915 Mei;Makam Djarat Ba Loeme;Banda Aceh;Ulee Kareng;Reukieh XXII Moekim;Oeleé Kareuëng;Oeleé Kareuëng;Persegi Panjang;29;18;Atas;Mahkota;Floral;6x4;Kaligrafi dan Hiasan;20-May-24;Boks 7
1895;VI;6 Barat;6 Barat;1915 Mei;Makam Djarat Ba Loeme;Banda Aceh;Ulee Kareng;Reukieh XXII Moekim;Oeleé Kareuëng;Oeleé Kareuëng;Persegi Panjang;49;17;Atas;Limas & Mahkota;Floral;"10x4;18x8,5";Kaligrafi dan Hiasan;29-May-24;Boks 7
1896;VI;7 Utara;7 Utara;1915 Mei;Makam Djarat Ba Loeme;Banda Aceh;Ulee Kareng;Reukieh XXII Moekim;Oeleé Kareuëng;Oeleé Kareuëng;Persegi Panjang;55;23;Atas;Mahkota;Floral;19,5x23;Kaligrafi dan Hiasan;28-May-24;Boks 7
1897;VI;8 Timur;8 Timur;1915 Mei;Makam Djarat Ba Loeme;Banda Aceh;Ulee Kareng;Reukieh XXII Moekim;Oeleé Kareuëng;Oeleé Kareuëng;Persegi Panjang;48;11,5;Atas;Limas & Mahkota;Floral;"9,5x3,5;11x6,5";Kaligrafi dan Hiasan;28-May-24;Boks 7
1900;IX;3 Selatan;3 Selatan;1915 Mei;Makam Djarat Ba Loeme;Banda Aceh;Ulee Kareng;Reukieh XXII Moekim;Oeleé Kareuëng;Oeleé Kareuëng;Persegi Panjang;73;30;Tengah;Panil;Floral & Geometris;43x30;Kaligrafi dan Hiasan;27-May-24;Boks 7
1902;IX;5 Selatan;5 Selatan;1915 Mei;Makam Djarat Ba Loeme;Banda Aceh;Ulee Kareng;Reukieh XXII Moekim;Oeleé Kareuëng;Oeleé Kareuëng;Persegi Panjang;74;29;"Atas;Tengah";Mahkota & Panil;Floral & Geometris;"10x7;50x29";Kaligrafi dan Hiasan;29-May-24;Boks 7
1903;IX;6 Barat;6 Barat;1915 Mei;Makam Djarat Ba Loeme;Banda Aceh;Ulee Kareng;Reukieh XXII Moekim;Oeleé Kareuëng;Oeleé Kareuëng;Persegi Panjang;29;18;-;-;-;-;Kaligrafi;29-May-24;Boks 7
1904;IX;7 Utara;7 Utara;1915 Mei;Makam Djarat Ba Loeme;Banda Aceh;Ulee Kareng;Reukieh XXII Moekim;Oeleé Kareuëng;Oeleé Kareuëng;Persegi Panjang;15;29;"Atas;Bawah";Mahkota;Floral;"10x6,5;10x2";Kaligrafi & Hiasan;30-Apr-24;Boks 7
1906;XIII;5 Selatan;5 Selatan;1915 Mei;Makam Djarat Ba Loeme;Banda Aceh;Ulee Kareng;Reukieh XXII Moekim;Oeleé Kareuëng;Oeleé Kareuëng;Persegi Panjang;28;16;Atas;Bingkai;Floral;10,5x3,5;Kaligrafi dan Hiasan;;Boks 7
1907;XIII;6 Barat;6 Barat;1915 Mei;Makam Djarat Ba Loeme;Banda Aceh;Ulee Kareng;Reukieh XXII Moekim;Oeleé Kareuëng;Oeleé Kareuëng;Persegi Panjang;29;18;"Atas;Samping";Mahkota & Panil;Floral & Geometris;"6x15;27x2";Kaligrafi dan Hiasan;27-May-24;Boks 7
1908;XIII;7 Utara;7 Utara;1915 Mei;Makam Djarat Ba Loeme;Banda Aceh;Ulee Kareng;Reukieh XXII Moekim;Oeleé Kareuëng;Oeleé Kareuëng;Persegi Panjang;28;16;Atas;Bingkai;Floral;10,5x3,5;Kaligrafi dan Hiasan;20-May-24;Boks 7
1909;XIII;8 Timur;8 Timur;1915 Mei;Makam Djarat Ba Loeme;Banda Aceh;Ulee Kareng;Reukieh XXII Moekim;Oeleé Kareuëng;Oeleé Kareuëng;Persegi Panjang;29;18;Seluruh Sisi;Bingkai;Floral & Geometris;28x16;Kaligrafi dan Hiasan;17-May-24;Boks 7
1909;XIII;8 Timur;8 Timur;1915 Mei;Makam Djarat Ba Loeme;Banda Aceh;Ulee Kareng;Reukieh XXII Moekim;Oeleé Kareuëng;Oeleé Kareuëng;Persegi Panjang;29;18;Seluruh Sisi;Bingkai;Floral & Geometris;28x16;Kaligrafi dan Hiasan;20-May-24;Boks 7
1910;XIII;5-7 Puncak;5-7 Puncak;1915 Mei;Makam Djarat Ba Loeme;Banda Aceh;Ulee Kareng;Reukieh XXII Moekim;Oeleé Kareuëng;Oeleé Kareuëng;Persegi Panjang;29;15;-;-;-;-;Kaligrafi;30-Apr-24;Boks 7
1911;XIV;1 Utara;1 Utara;1915 Mei;Makam Djarat Ba Loeme;Banda Aceh;Ulee Kareng;Reukieh XXII Moekim;Oeleé Kareuëng;Oeleé Kareuëng;Stele;54,5;25;Seluruh Sisi;Bingkai;Floral & Roset;53x22;Kaligrafi dan Hiasan;29-May-24;Boks 7
1912;XIV;2 Timur;2 Timur;1915 Mei;Makam Djarat Ba Loeme;Banda Aceh;Ulee Kareng;Reukieh XXII Moekim;Oeleé Kareuëng;Oeleé Kareuëng;Persegi Panjang;56;18;Seluruh Sisi;Bingkai;Floral & Roset;51x15;Kaligrafi dan Hiasan;29-May-24;Boks 7
1914;XIV;4 Barat;4 Barat;1915 Mei;Makam Djarat Ba Loeme;Banda Aceh;Ulee Kareng;Reukieh XXII Moekim;Oeleé Kareuëng;Oeleé Kareuëng;Persegi Panjang;55;18;Seluruh Sisi;Bingkai;Floral & Roset;52x15;Kaligrafi dan Hiasan;15-May-24;Boks 7
1914;XIV;4 Barat;4 Barat;1915 Mei;Makam Djarat Ba Loeme;Banda Aceh;Ulee Kareng;Reukieh XXII Moekim;Oeleé Kareuëng;Oeleé Kareuëng;Persegi Panjang;55;18;Seluruh Sisi;Bingkai;Floral & Roset;52x15;Kaligrafi dan Hiasan;16-May-24;Boks 7
1917;XIV;7 Utara;7 Utara;1915 Mei;Makam Djarat Ba Loeme;Banda Aceh;Ulee Kareng;Reukieh XXII Moekim;Oeleé Kareuëng;Oeleé Kareuëng;Persegi Panjang;54;24;Seluruh Sisi;Bingkai;Floral & Roset;48x21,5;Kaligrafi dan Hiasan;29-May-24;Boks 7
1918;XXV;8 Timur;8 Timur;1915 Mei;Makam Djarat Ba Loeme;Banda Aceh;Ulee Kareng;Reukieh XXII Moekim;Oeleé Kareuëng;Oeleé Kareuëng;Nisan Puncak Kurawal;52;18;Seluruh Sisi;Bingkai;Floral & Roset;46x16;Kaligrafi dan Hiasan;22-May-24;Boks 7
1919;XXII;1 Utara;1 Utara;1915 Mei;Makam Djarat Ba Loeme;Banda Aceh;Ulee Kareng;Reukieh XXII Moekim;Oeleé Kareuëng;Oeleé Kareuëng;Nisan Puncak Kurawal;59;22;"Atas;Tengah";Vas & Bingkai;Floral;"14x12;12x6";Kaligrafi dan Hiasan;16-May-24;Boks 7
1921;XXII;3 Selatan;3 Selatan;1915 Mei;Makam Djarat Ba Loeme;Banda Aceh;Ulee Kareng;Reukieh XXII Moekim;Oeleé Kareuëng;Oeleé Kareuëng;Persegi Panjang;61;23;Atas;Vas & Mahkota;Floral;"14,5x12;14x7,5";Kaligrafi dan Hiasan;28-May-24;Boks 7
1922;XXII;4 Barat;4 Barat;1915 Mei;Makam Djarat Ba Loeme;Banda Aceh;Ulee Kareng;Reukieh XXII Moekim;Oeleé Kareuëng;Oeleé Kareuëng;Persegi Panjang;46;18;Atas;Mahkota;Floral;9x6;Kaligrafi dan Hiasan;28-May-24;Boks 7
1923;II;5 Selatan;5 Selatan;1915 Mei;Makam Djarat Ba Loeme;Banda Aceh;Ulee Kareng;Reukieh XXII Moekim;Oeleé Kareuëng;Oeleé Kareuëng;Persegi Panjang;40,5;23;Atas;Mahkota;Floral;4,5x18;Kaligrafi dan Hiasan;28-May-24;Boks 7
1924;II;6 Barat ;6 Barat ;1915 Mei;Makam Djarat Ba Loeme;Banda Aceh;Ulee Kareng;Reukieh XXII Moekim;Oeleé Kareuëng;Oeleé Kareuëng;Persegi Panjang;40;18;Atas;Mahkota;Floral;17x4,5;Kaligrafi dan Hiasan;28-May-24;Boks 7
1926;II;8 Timur;8 Timur;1915 Mei;Makam Djarat Ba Loeme;Banda Aceh;Ulee Kareng;Reukieh XXII Moekim;Oeleé Kareuëng;Oeleé Kareuëng;Persegi Panjang;41;18;Atas;Mahkota;Floral;17x5,5;Kaligrafi dan Hiasan;27-May-24;Boks 7
1927;I;5 Selatan;5 Selatan;1915 Mei;Makam Teungkoe Ba Lihëb;Banda Aceh;Ulee Kareng;Zelfst. Reukieh XXII Moekim;Oeleé Kareuëng;Oeleé Kareuëng;Persegi Panjang;15;27,5;-;-;-;-;Kaligrafi dan Hiasan;28-May-24;Boks 7
1928;I;6 Barat;6 Barat;1915 Mei;Makam Teungkoe Ba Lihëb;Banda Aceh;Ulee Kareng;Zelfst. Reukieh XXII Moekim;Oeleé Kareuëng;Oeleé Kareuëng;Persegi Panjang;15;20;-;-;-;-;Kaligrafi ;28-May-24;Boks 7
1929;I;7 Utara;7 Utara;1915 Mei;Makam Teungkoe Ba Lihëb;Banda Aceh;Ulee Kareng;Zelfst. Reukieh XXII Moekim;Oeleé Kareuëng;Oeleé Kareuëng;Persegi Panjang;15;27,5;-;-;-;-;Kaligrafi;28-May-24;Boks 7
1930;II;8 Timur;8 Timur;1915 Mei;Makam Teungkoe Ba Lihëb;Banda Aceh;Ulee Kareng;Zelfst. Reukieh XXII Moekim;Oeleé Kareuëng;Oeleé Kareuëng;Persegi Panjang;15;21;-;-;-;-;Kaligrafi;28-May-24;Boks 7
1970;IX;5-7 Puncak;5-7 Puncak;1915 April;Makam Djarat Ba Loeme;Banda Aceh;Ulee Kareng;Reukieh XXII Moekim;Oeleé Kareuëng;Oeleé Kareuëng;Persegi Panjang;7;14;-;-;-;-;Kaligrafi;07-May-24;Boks 7
1978;IX;6 Barat;6 Barat;1915 Mei;Makam Djarat Ba Loeme;Banda Aceh;Ulee Kareng;Reukieh XXII Moekim;Oeleé Kareuëng;Oeleé Kareuëng;Persegi Panjang;44;12;-;-;-;-;Kaligrafi;27-May-24;Boks 7
1979;IX;7 Utara;7 Utara;1915 Mei;Makam Djarat Ba Loeme;Banda Aceh;Ulee Kareng;Reukieh XXII Moekim;Oeleé Kareuëng;Oeleé Kareuëng;Persegi Panjang;43;12,5;-;-;-;-;Kaligrafi;28-May-24;Boks 7
1982;I;6 Barat;6 Barat;1915 September;Makam Tengkoe di Mane;Aceh Utara;Samudera;Geudong;Blang Kaboe;Rejeu;Persegi Panjang;34;15;-;-;-;-;Kaligrafi;30-Apr-24;Boks 7
1983;I;7 Utara;7 Utara;1915 September;Makam Teungkoe di Mane;Aceh Utara;Samudera;Geudong;Blang Kaboe;Rajeu;Nisan Puncak Kurawal;44;23;Atas;Vas;Floral;15x10,5;Kaligrafi;28-May-24;Boks 7
1987;III;6 Barat;6 Barat;1915 September;Makam Teungkoe di Mane;Aceh Utara;Samudera;Geudong;Blang Kaboe;Rajeu;Persegi Panjang;56;18;-;-;-;-;Kaligrafi;22-May-24;Boks 7
1989;III;8 Timur;8 Timur;1915 September;Makam Teungkoe di Mane;Aceh Utara;Samudera;Geudong;Blang Kaboe;Rajeu;Persegi Panjang;54;18;-;-;-;-;Kaligrafi;22-May-24;Boks 7
1990;III;6-8 Puncak;6-8 Puncak;1915 September;Makam Teungkoe di Mane;Aceh Utara;Samudera;Geudong;Blang Kaboe;Rajeu;Persegi Panjang;10;18;-;-;-;-;Kaligrafi;22-May-24;Boks 7
1991;V;5 Selatan;5 Selatan;1915 September;Makam Teungkoe di Mane;Aceh Utara;Samudera;Geudong;Blang Kaboe;Rajeu;Persegi Panjang;50;27;Atas;Vas;Floral;12x8;Kaligrafi dan Hiasan;28-May-24;Boks 7
1992;V;6 Barat;6 Barat;1915 September ;Makam Teungkoe di Mane;Aceh Utara;Samudera;Geudong;Blang Kaboe;Rajeu;Persegi Panjang;54;18;-;-;-;-;Kaligrafi;28-May-24;Boks 7
1993;V;7 Utara;7 Utara;1915 September;Makam Teungkoe di Mane;Aceh Utara;Samudera;Geudong;Blang Kaboe;Rajeu;Persegi Panjang;52;17;Atas;Vas;Floral;14x13;Kaligrafi dan Hiasan;10-Jun-24;Boks 7
1994;V;8 Timur;8 Timur;1915 September;Makam Teungkoe di Mane;Aceh Utara;Samudera;Geudong;Blang Kaboe;Rajeu;Persegi Panjang;53;17;-;-;-;-;Kaligrafi;10-Jun-24;Boks 7
1995;V;Puncak;Puncak;1915 September;Makam Teungkoe di Mane;Aceh Utara;Samudera;Geudong;Blang Kaboe;Rajeu;Persegi Panjang;8,5;18,5;-;-;-;-;Kaligrafi;10-Jun-24;Boks 7
1998;III;7 Utara;7 Utara;1915 Desember;Makam Teungkoe di Kepoela;Aceh Utara;Samudera;Blang Me;Kroeëng Baro;Kroeëng Baro;Persegi Panjang;40;25;"Atas;Bawah";Vas & Panil;Floral;"11x2;25x3";Kaligrafi dan Hiasan;20-May-24;Boks 7
1999;III;8 Timur;8 Timur;1915 September;Makam Teungkoe di Kepoela;Aceh Utara;Samudera;Blang Me;Kroeëng Baro;Kroeëng Baro;Persegi Panjang;37;17;Bawah;Panil;Floral;15,5x2;Kaligrafi dan Hiasan;07-May-24;Boks 7
2005;VI;8 Timur;8 Timur;1915 September;Makam Teungkoe di Kepoela;Aceh Utara;Samudera;Blang Me;Kroeëng Baro;Kroeëng Baro;Persegi Panjang;34;14;-;-;-;-;Kaligrafi;28-May-24;Boks 7
2007;I;3 Selatan;3 Selatan;1915 September;Makam Peuët Ploh Peuët;Aceh Utara;Pirak Timur;Ara Kemoedi;Minjé Toedjöh;Minjé Toedjöh;Stele;41;26,5;-;-;-;-;Kaligrafi;16-May-24;Boks 7
2011;I;2 Timur;2 Timur;1915 September;Makam Teungkoe Baleé Badan;Aceh Utara;Lapang;Keureutoë Boeah;Matang Reudenëk;Geene;Persegi Panjang;36;13;-;-;-;-;Kaligrafi;27-May-24;Boks 7
2028;XII;1 Utara;1 Utara;1915 Oktober;Makam Kramat Teungkoe Gloempang;Aceh Utara;Baktiya Barat;Boewah;Lho Entjin;Lho Entjin;Persegi Panjang;20,5;12;Tengah;Bingkai;Floral;15x7,5;Kaligrafi & Hiasan;03-May-24;Boks 7
2029a;XII;2 Timur;2 Timur;1915 Oktober;Makam Kramat Teungkoe Gloempang;Aceh Utara;Baktiya Barat;Boewah;Lho Entjin;Lho Entjin;Persegi Panjang;13;9;Seluruh Sisi;Bingkai;-;10x6;Kaligrafi & Hiasan;03-May-24;Boks 7
2031;XII;4 Barat;4 Barat;1915 Oktober;Makam Kramat Teungkoe Gloempang;Aceh Utara;Baktiya Barat;Boewah;Lho Entjin;Lho Entjin;Persegi Panjang;13;9;Seluruh Sisi;Bingkai;-;10x6;Kaligrafi & Hiasan;03-May-24;Boks 7
2035;XII;8 Timur;8 Timur;1915 Oktober;Makam Kramat Teungkoe Gloempang;Aceh Utara;Baktiya Barat;Boewah;Lho Entjin;Lho Entjin;Persegi Panjang;14;9,5;Seluruh Sisi;Bingkai;-;10x6;Kaligrafi & Hiasan;03-May-24;Boks 7
2038;I;3 Selatan;3 Selatan;1915 November;Makam Teungkoe di Aloeër;Aceh Timur;Madat;Simpang Olim;Paja Nadin;Paja Nadin;Persegi Panjang;44;27;"Atas;Bawah";Vas & Panil;Floral;"9x11;26x4";Kaligrafi dan Hiasan;22-May-24;Boks 7
2040;I;5 selatan;5 selatan;1915 November;Makam Teungkoe di Aloeër;Aceh Timur;Madat;Simpang Olim;Paja Nadin;Paja Nadin;Persegi Panjang;47;28;"Atas;Tengah;Bawah";Vas, Bingkai & Panil;Floral;"10x11;16x25;4x26";Hiasan;15-May-24;Boks 7
2047;Enkele Steen (nisan tunggal);2 Timur;2 Timur;1915 September;Makam Kroeëng Pasé;Aceh Utara;Samudera;Blang Me;Kroeëng;Kroeëng;Persegi Panjang;30;15;Atas;Panil;Floral;9x2;Kaligrafi dan Hiasan;07-May-24;Boks 7
2103;II;1 Utara;1 Utara;1915 Desember;Makam Teungkoe di Kandang;Pidie;Pidie;Klibeuët (XII Moekims);Klibeuët;Tanöh;Persegi Panjang;45;29;Atas;Vas;-;9x8;Kaligrafi dan Hiasan;06-Jun-24;Boks 7
2104;II;2 Timur;2 Timur;1915 Desember;Makam Teungkoe di Kandang;Pidie;Pidie;Klibeuët (XII Moekims);Klibeuët;Tanöh;Persegi Panjang;61;22;-;-;-;-;Kaligrafi;06-Jun-24;Boks 7
2105;II;3 Selatan;3 Selatan;1915 Desember;Makam Teungkoe di Kandang;Pidie;Pidie;Moekim XII (Keulibuët);Keulibuët;Tanoh;Persegi Panjang;52;29;Atas;Vas;Floral;7x13;Kaligrafi dan Hiasan;16-May-24;Boks 7
2106;II;4 Barat;4 Barat;1915 Desember;Makam Teungkoe di Kandang;Pidie;Pidie;Klibeuët (XII Moekims);Klibeuët;Tanöh;Persegi Panjang;60;22;-;-;-;-;Kaligrafi;06-Jun-24;Boks 7
2107;II;Puncak;Puncak;1915 Desember;Makam Teungkoe di Kandang;Pidie;Pidie;Klibeuët (XII Moekims);Klibeuët;Tanöh;Persegi Panjang;8,5;22;-;-;-;-;Kaligrafi;06-Jun-24;Boks 7
2108;II;5 Selatan;5 Selatan;1915 Desember;Makam Teungkoe di Kandang;Pidie;Pidie;Klibeuët (XII Moekims);Klibeuët;Tanöh;Persegi Panjang;45;29;Atas;Vas;-;9x8;Kaligrafi dan Hiasan;06-Jun-24;Boks 7
2117;I;8 Timur;8 Timur;1915 September;Makam Teungkoe Baleé Badan;Aceh Utara;Lapang;Keureutoë Boeah;Matang Reudenëk;Geene;Persegi Panjang;38;27;-;-;-;-;Kaligrafi;27-May-24;Boks 7
2118;III;6 Barat;6 Barat;1915 Desember;Makam Teungkoe di Kandang;Pidie;Pidie;Klibeuët (XII Moekims);Klibeuët;Tanöh;Persegi Panjang;33,5;22;-;-;-;-;Kaligrafi;06-Jun-24;Boks 7
2119;III;7 Utara;7 Utara;1915 Desember;Makam Teungkoe di Kandang;Pidie;Pidie;Klibeuët (XII Moekims);Klibeuët;Tanöh;Persegi Panjang;40;26;-;-;-;-;Kaligrafi;06-Jun-24;Boks 7
2120;III;8 Timur;8 Timur;1915 Desember;Makam Teungkoe di Kandang;Pidie;Pidie;Klibeuët (XII Moekims);Klibeuët;Tanöh;Persegi Panjang;33,5;22;-;-;-;-;Kaligrafi;06-Jun-24;Boks 7
2121;I;1 Utara;1 Utara;1915 Desember;Makam Teungkoe Sjéh Aircham;Pidie;Pidie;Langgo (XII Moekims);Langgo;Koeteumoë;Persegi;10;15;-;-;-;-;Kaligrafi;28-May-24;Boks 7
2122;I;2 Timur;2 Timur;1915 Desember;Makam Teungkoe Sjéh Aircham;Pidie;Pidie;Langgo (XII Moekims);Langgo;Koeteumoë;Persegi;10;15;-;-;-;-;Kaligrafi;28-May-24;Boks 7
